purchase_id,product_id,supplier_id,purchase_date,quantity,unit_price_usd,total_amount_usd,delivery_days,payment_term
2339,832,8,2025-09-15,357,100.13,35746.41,20,45
2340,5608,33,2023-04-29,67,1990.44,133359.48,6,30
2341,5539,26,2025-10-26,439,1538.75,675511.25,13,30
2342,2418,87,2024-02-25,493,518.96,255847.28,19,90
2343,6920,20,2025-03-16,234,380.37,89006.58,2,15
2344,892,36,2024-08-27,6,1380.23,8281.38,15,30
2345,9536,8,2023-04-16,181,1517.72,274707.32,2,60
2346,1066,38,2023-06-28,196,863.42,169230.32,29,15
2347,5433,90,2023-12-14,422,1259.79,531631.38,17,15
2348,511,87,2023-10-11,309,1997.33,617174.97,27,15
2349,5538,41,2025-12-27,307,110.76,34003.32,15,45
2350,7008,70,2023-01-27,332,189.04,62761.28,22,15
2351,6224,72,2023-08-08,185,683.94,126528.9,9,60
2352,4111,78,2024-12-14,151,677.33,102276.83,17,45
2353,6309,25,2025-03-11,302,902.43,272533.86,26,45
2354,311,61,2024-10-29,252,563.9,142102.8,17,90
2355,9270,90,2023-05-12,390,1623.05,632989.5,6,30
2356,1271,51,2025-02-03,230,1516.57,348811.1,29,30
2357,2301,80,2025-01-26,232,296.71,68836.72,24,90
2358,4595,8,2025-07-11,87,807.31,70235.97,6,60
2359,5721,11,2024-08-27,335,1447.51,484915.85,3,60
2360,3445,83,2024-07-10,15,300.98,4514.7,14,30
2361,7019,50,2023-03-18,326,1856.92,605355.92,20,60
2362,1221,89,2024-01-27,280,5.48,1534.4,19,15
2363,9299,54,2024-10-27,45,1783.89,80275.05,3,30
2364,7048,9,2025-07-14,373,1104.44,411956.12,22,30
2365,5075,64,2025-02-12,280,709.35,198618.0,3,60
2366,1246,4,2023-03-13,419,1424.0,596656.0,7,90
2367,6278,96,2023-10-24,191,836.42,159756.22,7,15
2368,6918,77,2023-10-26,166,54.68,9076.88,29,90
2369,6268,31,2023-05-06,257,561.99,144431.43,26,60
2370,1707,17,2025-06-13,243,504.68,122637.24,27,60
2371,5515,96,2023-10-21,477,1925.93,918668.61,14,15
2372,9091,91,2024-07-08,52,197.29,10259.08,7,15
2373,342,60,2025-12-08,191,245.94,46974.54,23,45
2374,2888,14,2025-12-31,85,1051.58,89384.3,18,60
2375,9236,67,2024-05-14,74,1709.65,126514.1,17,30
2376,9272,97,2024-03-23,29,170.3,4938.7,11,15
2377,8366,17,2025-01-04,401,301.43,120873.43,1,45
2378,3705,37,2025-11-26,248,1588.55,393960.4,18,90
2379,217,51,2025-12-15,197,1125.59,221741.23,10,45
2380,4307,79,2024-01-08,177,1628.7,288279.9,12,30
2381,3284,56,2024-03-02,129,1385.25,178697.25,20,30
2382,4819,65,2024-07-31,159,1214.17,193053.03,24,45
2383,5250,97,2024-06-02,388,868.48,336970.24,21,90
2384,8073,78,2023-06-23,484,667.57,323103.88,4,60
2385,4590,1,2025-09-26,187,1364.99,255253.13,10,60
2386,2476,21,2025-07-12,276,1138.88,314330.88,20,60
2387,467,32,2023-09-14,201,1136.82,228500.82,11,90
2388,7746,33,2023-07-09,207,205.95,42631.65,19,45
2389,6648,3,2023-11-16,479,678.3,324905.7,10,45
2390,3553,46,2025-04-30,382,1321.72,504897.04,10,90
2391,6045,19,2025-08-31,251,1727.93,433710.43,5,15
2392,5930,77,2023-01-16,205,578.53,118598.65,27,30
2393,6325,50,2023-04-21,311,535.38,166503.18,5,15
2394,3810,39,2024-05-26,396,1655.8,655696.8,5,15
2395,4987,71,2024-02-01,142,314.53,44663.26,20,30
2396,4803,4,2023-08-15,500,970.99,485495.0,21,30
2397,9201,17,2025-04-02,90,227.4,20466.0,13,90
2398,8822,55,2023-09-30,57,1381.05,78719.85,7,60
2399,8202,12,2025-03-02,67,894.76,59948.92,3,90
2400,5903,86,2023-01-23,457,1376.73,629165.61,24,90
2401,869,74,2025-07-14,318,1467.05,466521.9,9,45
2402,7674,37,2023-08-10,312,1663.86,519124.32,22,30
2403,4971,31,2024-03-26,47,597.19,28067.93,2,60
2404,2126,68,2025-10-25,202,748.92,151281.84,4,30
2405,3078,61,2023-04-12,267,514.54,137382.18,17,90
2406,6207,44,2025-10-18,137,1440.83,197393.71,24,90
2407,347,32,2025-01-14,107,845.99,90520.93,29,15
2408,155,11,2023-10-01,493,280.08,138079.44,17,90
2409,7102,80,2023-04-21,450,1144.15,514867.5,11,90
2410,4607,13,2024-04-24,95,1081.45,102737.75,21,60
2411,9274,70,2023-05-07,411,101.1,41552.1,17,60
2412,8154,77,2025-08-14,388,345.6,134092.8,8,45
2413,3461,69,2025-09-03,176,1559.82,274528.32,22,90
2414,1905,36,2024-08-13,336,340.93,114552.48,5,90
2415,569,59,2025-07-29,10,38.99,389.9,1,60
2416,185,13,2023-04-21,370,749.35,277259.5,24,45
2417,9622,20,2025-10-11,257,1139.05,292735.85,20,90
2418,4358,44,2023-04-06,254,805.74,204657.96,22,30
2419,6456,66,2023-12-06,128,1846.5,236352.0,22,15
2420,1147,25,2025-08-15,237,684.45,162214.65,6,60
2421,4345,40,2024-07-24,52,1144.52,59515.04,20,15
2422,1139,5,2025-11-27,451,729.65,329072.15,19,15
2423,618,69,2023-12-28,287,1695.33,486559.71,16,90
2424,2675,9,2023-08-19,458,938.19,429691.02,21,30
2425,1205,74,2024-11-03,298,1271.52,378912.96,1,45
2426,6820,51,2024-09-19,184,121.54,22363.36,27,60
2427,4093,92,2024-02-17,156,89.03,13888.68,26,60
2428,9780,7,2023-08-10,163,99.97,16295.11,28,90
2429,6563,32,2023-02-22,187,1731.14,323723.18,17,15
2430,4608,16,2023-09-14,293,386.53,113253.29,12,30
2431,7300,53,2024-12-26,229,317.05,72604.45,15,30
2432,7289,25,2023-11-23,447,463.21,207054.87,29,15
2433,9724,89,2023-10-28,251,107.01,26859.51,10,30
2434,5013,51,2023-05-05,417,149.34,62274.78,24,30
2435,7100,61,2023-06-24,461,806.48,371787.28,26,45
2436,2582,90,2023-11-24,100,275.67,27567.0,1,15
2437,1408,18,2025-04-02,15,596.6,8949.0,24,90
2438,9235,11,2024-06-12,316,420.44,132859.04,3,90
2439,6962,45,2025-04-20,247,773.66,191094.02,4,15
2440,1708,13,2024-10-09,446,1239.37,552759.02,19,90
2441,7279,22,2025-11-26,71,1155.99,82075.29,14,90
2442,4540,26,2023-09-28,363,1352.46,490942.98,15,30
2443,5839,51,2024-03-08,397,1204.87,478333.39,7,60
2444,8213,45,2025-11-29,469,112.5,52762.5,5,60
2445,2600,96,2025-09-22,375,1724.3,646612.5,12,30
2446,95,45,2025-02-22,325,1478.45,480496.25,6,60
2447,1403,64,2023-09-07,325,1459.62,474376.5,11,45
2448,3216,87,2024-05-23,4,317.37,1269.48,29,60
2449,373,44,2023-10-24,296,1774.29,525189.84,1,45
2450,9095,39,2025-04-13,303,1763.99,534488.97,27,45
2451,597,86,2023-07-17,450,821.64,369738.0,16,60
2452,412,94,2023-08-23,267,491.25,131163.75,16,90
2453,53,3,2024-04-07,82,963.65,79019.3,1,60
2454,3688,46,2024-04-03,177,1257.03,222494.31,8,15
2455,5709,19,2025-08-10,229,59.13,13540.77,8,15
2456,5565,84,2025-03-24,406,1514.56,614911.36,30,45
2457,991,70,2023-02-14,355,546.95,194167.25,7,90
2458,2465,27,2025-10-14,199,230.55,45879.45,20,45
2459,6336,80,2024-03-01,187,492.48,92093.76,1,15
2460,7970,97,2024-12-29,191,811.29,154956.39,11,30
2461,3575,68,2024-11-26,468,1557.13,728736.84,4,90
2462,8560,89,2025-11-06,298,37.98,11318.04,30,45
2463,3064,44,2023-04-23,304,749.0,227696.0,30,60
2464,512,34,2024-12-11,9,443.98,3995.82,1,45
2465,8107,22,2023-06-05,426,862.25,367318.5,9,90
2466,8453,80,2023-03-10,306,937.45,286859.7,30,60
2467,7694,43,2025-08-16,476,653.07,310861.32,11,45
2468,1960,61,2023-06-04,114,1479.66,168681.24,10,90
2469,5501,83,2023-04-17,102,1969.89,200928.78,2,60
2470,2798,5,2023-06-21,362,852.14,308474.68,23,30
2471,8118,91,2025-04-24,247,1644.75,406253.25,5,60
2472,1799,27,2023-12-19,235,1626.76,382288.6,29,60
2473,3681,29,2024-04-06,322,32.0,10304.0,27,15
2474,292,35,2023-07-14,41,1367.1,56051.1,28,60
2475,5740,29,2025-09-16,499,422.92,211037.08,12,30
2476,7549,58,2024-01-28,192,1318.85,253219.2,1,45
2477,1033,62,2023-10-22,386,1451.54,560294.44,15,15
2478,1464,27,2024-02-04,229,151.49,34691.21,26,45
2479,8080,7,2025-02-14,56,813.26,45542.56,17,45
2480,6315,49,2023-12-23,12,1261.7,15140.4,22,60
2481,9948,26,2024-11-16,154,1540.78,237280.12,7,30
2482,2450,98,2024-01-01,36,1585.14,57065.04,30,45
2483,8664,32,2023-05-08,236,1953.97,461136.92,27,30
2484,2763,67,2023-10-06,397,1375.24,545970.28,7,15
2485,9022,40,2024-05-01,71,1228.67,87235.57,14,30
2486,7155,34,2024-02-07,259,10.35,2680.65,7,60
2487,7214,12,2024-07-21,461,1890.22,871391.42,22,30
2488,214,54,2024-05-16,334,1073.55,358565.7,18,45
2489,5250,74,2024-12-02,167,1391.34,232353.78,4,30
2490,706,12,2024-03-29,376,681.5,256244.0,22,45
2491,3852,43,2024-09-01,178,1378.11,245303.58,5,30
2492,8168,54,2025-03-15,435,937.76,407925.6,9,90
2493,2147,32,2023-03-26,294,1995.13,586568.22,1,15
2494,6498,33,2023-12-29,389,134.76,52421.64,2,15
2495,6352,43,2025-09-10,282,1640.44,462604.08,1,30
2496,3359,48,2025-03-20,133,1056.8,140554.4,30,45
2497,185,13,2023-08-27,481,100.07,48133.67,19,90
2498,7277,32,2024-12-22,450,749.08,337086.0,27,60
2499,1238,23,2024-06-20,9,1246.6,11219.4,3,15
2500,6741,75,2023-01-24,196,1735.26,340110.96,16,15
2501,3909,21,2024-10-17,28,476.08,13330.24,4,45
2502,5128,38,2023-01-30,27,334.45,9030.15,2,60
2503,6227,85,2025-06-03,375,9.95,3731.25,4,60
2504,4130,1,2025-12-03,107,1858.02,198808.14,10,90
2505,8413,5,2023-08-20,147,1791.74,263385.78,18,60
2506,6760,90,2023-06-22,125,956.27,119533.75,3,60
2507,3511,33,2023-02-08,164,1393.95,228607.8,13,30
2508,1659,11,2023-07-11,373,1365.86,509465.78,21,15
2509,9569,27,2025-05-25,269,1952.07,525106.83,11,90
2510,6703,2,2025-09-18,102,1839.08,187586.16,18,30
2511,187,92,2024-03-17,335,1695.43,567969.05,11,15
2512,4204,86,2024-08-07,171,343.08,58666.68,8,30
2513,3673,55,2023-09-19,479,921.4,441350.6,16,60
2514,7350,20,2023-09-03,140,370.85,51919.0,30,30
2515,3028,26,2023-06-13,426,1845.38,786131.88,17,15
2516,5327,98,2025-09-27,18,839.63,15113.34,26,15
2517,9897,88,2025-02-17,182,73.08,13300.56,28,45
2518,8629,26,2024-03-05,384,1405.93,539877.12,29,30
2519,9290,20,2023-10-24,139,1572.96,218641.44,18,60
2520,3583,56,2025-02-26,329,955.54,314372.66,17,60
2521,3562,5,2025-05-19,314,1394.82,437973.48,26,60
2522,660,98,2023-03-30,20,148.15,2963.0,9,15
2523,6624,30,2023-09-16,234,875.57,204883.38,18,60
2524,2006,43,2025-08-29,51,535.99,27335.49,13,60
2525,6778,90,2024-11-10,334,50.46,16853.64,27,45
2526,6038,16,2025-12-26,142,23.95,3400.9,11,90
2527,1071,9,2023-09-02,366,1803.45,660062.7,20,90
2528,8957,90,2023-07-17,43,410.58,17654.94,17,45
2529,3929,91,2025-08-08,500,1606.26,803130.0,26,60
2530,8682,39,2025-11-08,407,1681.52,684378.64,17,45
2531,2205,6,2025-12-27,239,898.08,214641.12,29,60
2532,9661,94,2025-09-07,57,43.84,2498.88,2,30
2533,2731,68,2025-09-25,437,1527.24,667403.88,26,30
2534,683,41,2025-12-31,451,17.87,8059.37,19,60
2535,2987,21,2023-12-25,80,1261.43,100914.4,17,30
2536,9042,49,2024-05-17,83,504.6,41881.8,27,15
2537,1041,30,2023-05-16,88,111.88,9845.44,7,60
2538,8463,15,2024-10-08,44,1765.68,77689.92,7,60
2539,6531,93,2025-10-27,296,1254.91,371453.36,21,60
2540,5859,74,2025-11-15,235,637.26,149756.1,13,90
2541,4852,36,2023-12-19,72,365.33,26303.76,11,30
2542,8344,35,2025-07-21,327,865.15,282904.05,30,30
2543,2933,58,2025-06-19,474,1617.59,766737.66,22,15
2544,1350,2,2023-10-26,52,1627.99,84655.48,25,15
2545,454,72,2023-01-27,343,1583.78,543236.54,2,30
2546,9088,6,2023-08-26,240,838.49,201237.6,17,60
2547,5345,7,2023-08-12,434,267.13,115934.42,12,45
2548,6637,59,2025-07-10,391,1398.01,546621.91,18,90
2549,9692,30,2024-11-22,345,1645.15,567576.75,4,45
2550,4980,28,2025-02-26,418,1505.54,629315.72,3,90
2551,595,66,2023-07-25,33,820.22,27067.26,20,60
2552,7862,79,2024-08-02,227,399.2,90618.4,26,15
2553,1164,15,2023-12-10,289,907.94,262394.66,6,90
2554,4847,46,2025-05-28,130,511.82,66536.6,21,45
2555,6953,23,2024-07-11,370,1462.49,541121.3,7,90
2556,5736,93,2025-10-26,456,423.75,193230.0,2,45
2557,1994,21,2023-12-11,140,1834.35,256809.0,5,60
2558,6783,32,2023-11-07,154,1598.73,246204.42,18,15
2559,7470,97,2024-12-14,158,967.02,152789.16,2,30
2560,5545,85,2024-10-31,443,905.25,401025.75,23,15
2561,2240,65,2025-12-29,207,1237.77,256218.39,14,60
2562,3000,78,2024-07-31,367,848.66,311458.22,9,30
2563,2496,62,2023-09-20,324,81.9,26535.6,17,30
2564,5962,55,2024-09-21,131,1994.97,261341.07,28,15
2565,2213,47,2025-03-18,345,1816.54,626706.3,8,45
2566,1653,10,2025-10-06,226,1489.05,336525.3,27,90
2567,2260,89,2023-01-20,188,1210.46,227566.48,29,15
2568,3477,60,2025-06-08,130,1316.13,171096.9,16,90
2569,1171,64,2025-06-15,25,1465.98,36649.5,18,45
2570,7612,21,2024-05-30,49,1988.4,97431.6,28,90
2571,3920,78,2023-05-06,44,699.37,30772.28,27,90
2572,877,30,2025-08-09,434,1317.45,571773.3,12,45
2573,1253,97,2024-01-12,493,1057.91,521549.63,25,30
2574,8561,12,2023-02-16,434,1182.45,513183.3,5,45
2575,7289,35,2025-03-17,295,1194.28,352312.6,5,15
2576,1764,64,2024-08-07,428,1736.19,743089.32,28,90
2577,8011,76,2025-09-13,487,908.87,442619.69,12,45
2578,8509,81,2025-04-23,347,348.22,120832.34,16,15
2579,9331,69,2024-05-02,471,1826.62,860338.02,13,60
2580,9815,99,2024-09-11,262,1808.98,473952.76,13,60
2581,310,80,2023-12-07,242,965.15,233566.3,19,60
2582,3749,95,2025-01-28,113,328.02,37066.26,10,90
2583,380,71,2023-07-20,136,1367.72,186009.92,21,90
2584,328,35,2024-09-08,345,1467.9,506425.5,24,45
2585,4634,55,2024-08-04,371,1453.56,539270.76,21,45
2586,1862,31,2023-11-24,466,1691.39,788187.74,13,30
2587,6847,46,2025-01-12,353,1328.6,468995.8,23,90
2588,6105,46,2023-06-25,359,937.08,336411.72,10,30
2589,925,42,2024-09-01,353,1289.8,455299.4,19,15
2590,1945,87,2024-10-30,434,490.86,213033.24,8,45
2591,4969,51,2023-02-15,18,1242.24,22360.32,13,45
2592,7429,79,2025-08-22,250,192.34,48085.0,26,15
2593,3790,4,2025-08-29,369,1983.86,732044.34,14,90
2594,2996,53,2024-12-01,212,127.19,26964.28,19,60
2595,4296,13,2024-03-17,447,1090.26,487346.22,10,45
2596,4402,6,2025-10-18,77,958.95,73839.15,13,60
2597,5258,1,2023-02-18,47,521.11,24492.17,28,90
2598,5564,51,2024-12-06,159,95.65,15208.35,19,45
2599,8140,94,2023-02-17,14,1201.41,16819.74,10,30
2600,2625,66,2024-03-25,171,581.76,99480.96,12,60
2601,152,4,2025-05-20,197,569.11,112114.67,26,45
2602,3146,2,2023-03-08,32,1418.3,45385.6,19,45
2603,45,100,2025-11-22,4,621.73,2486.92,9,60
2604,1002,4,2024-05-16,343,50.73,17400.39,16,45
2605,3499,27,2025-06-06,408,893.25,364446.0,30,60
2606,7073,59,2024-11-03,452,856.23,387015.96,27,30
2607,4586,9,2024-02-28,238,1856.32,441804.16,21,30
2608,5627,60,2024-04-10,308,867.93,267322.44,22,15
2609,1000,93,2024-04-17,82,554.69,45484.58,1,30
2610,7579,55,2024-03-11,199,8.84,1759.16,21,15
2611,7922,87,2025-05-19,260,291.77,75860.2,21,45
2612,5660,60,2023-10-11,329,1821.33,599217.57,10,15
2613,3445,46,2024-08-27,323,1984.33,640938.59,22,15
2614,1263,43,2023-07-16,241,1162.27,280107.07,3,90
2615,1016,22,2025-12-16,494,1336.46,660211.24,28,60
2616,6609,56,2023-03-09,296,774.71,229314.16,21,45
2617,83,28,2024-02-23,250,917.0,229250.0,11,15
2618,2383,90,2023-11-12,103,1218.42,125497.26,6,45
2619,5386,44,2024-05-24,68,1894.12,128800.16,10,15
2620,5644,64,2023-03-04,58,1144.41,66375.78,4,30
2621,9793,28,2024-04-07,125,1982.08,247760.0,29,90
2622,7522,79,2023-04-07,70,1011.39,70797.3,26,30
2623,7712,98,2023-08-26,414,1221.19,505572.66,28,90
2624,8098,3,2025-02-20,496,1841.99,913627.04,2,30
2625,6371,33,2023-12-10,147,1872.47,275253.09,22,30
2626,1183,79,2024-03-28,377,284.66,107316.82,26,90
2627,7111,17,2024-02-23,204,1459.65,297768.6,3,45
2628,1636,41,2024-03-06,203,1701.19,345341.57,29,30
2629,5799,64,2025-11-12,269,817.95,220028.55,22,60
2630,7855,85,2023-07-16,156,1638.76,255646.56,9,45
2631,907,99,2025-12-29,245,108.49,26580.05,25,45
2632,9981,79,2024-12-22,320,1920.63,614601.6,23,60
2633,2234,42,2024-01-16,130,313.27,40725.1,9,60
2634,7477,52,2023-09-13,10,1786.52,17865.2,12,90
2635,1823,13,2024-08-18,470,1985.62,933241.4,5,15
2636,9717,75,2025-04-30,225,505.69,113780.25,10,45
2637,5666,71,2023-04-25,165,1487.3,245404.5,23,45
2638,164,59,2025-06-22,242,1449.66,350817.72,29,30
2639,8871,31,2023-07-01,283,1430.94,404956.02,26,30
2640,9675,30,2023-05-07,279,1436.75,400853.25,5,45
2641,7636,55,2024-04-27,423,1674.65,708376.95,14,60
2642,2182,49,2023-12-16,435,346.47,150714.45,3,15
2643,9235,17,2024-09-03,487,1569.2,764200.4,5,30
2644,7133,40,2024-09-06,497,224.98,111815.06,8,45
2645,1912,41,2023-07-22,60,1334.63,80077.8,12,90
2646,3858,72,2025-12-21,324,1254.23,406370.52,23,45
2647,9990,29,2023-01-11,463,1004.86,465250.18,25,45
2648,4800,52,2024-10-02,155,1639.54,254128.7,16,60
2649,4698,87,2025-02-20,13,266.38,3462.94,27,60
2650,4633,1,2025-08-21,332,732.38,243150.16,15,15
2651,7997,99,2025-12-06,284,785.31,223028.04,4,60
2652,2178,10,2025-12-30,395,600.8,237316.0,8,45
2653,2910,41,2023-01-14,433,546.89,236803.37,6,90
2654,393,30,2024-01-26,478,198.22,94749.16,4,30
2655,8502,18,2023-09-11,394,627.45,247215.3,8,30
2656,215,8,2024-09-19,55,1546.14,85037.7,22,15
2657,2484,75,2024-08-19,45,833.55,37509.75,20,90
2658,3292,63,2025-06-02,448,1221.34,547160.32,4,90
2659,5345,85,2023-03-13,69,1911.8,131914.2,3,15
2660,5903,68,2024-07-09,473,957.25,452779.25,10,15
2661,2157,36,2023-10-19,375,1021.74,383152.5,22,30
2662,2564,27,2023-07-23,323,1561.78,504454.94,9,60
2663,152,7,2023-09-21,480,612.92,294201.6,22,30
2664,8932,65,2024-06-29,251,1360.54,341495.54,7,90
2665,7270,41,2023-06-12,123,608.94,74899.62,26,60
2666,9681,22,2025-06-03,246,1416.72,348513.12,12,90
2667,994,70,2025-11-08,13,534.23,6944.99,24,60
2668,1843,15,2024-12-17,143,1055.51,150937.93,17,60
2669,6636,43,2024-01-13,151,1873.41,282884.91,26,45
2670,5680,100,2025-08-29,127,1972.52,250510.04,9,30
2671,469,74,2023-01-07,50,1226.29,61314.5,6,45
2672,2905,82,2024-05-29,311,728.71,226628.81,10,15
2673,921,8,2023-08-15,500,1119.49,559745.0,21,90
2674,3729,31,2025-04-17,20,1647.99,32959.8,10,90
2675,9932,45,2024-01-19,431,470.39,202738.09,13,45
2676,9746,5,2025-12-30,333,701.31,233536.23,3,60
2677,8629,47,2023-12-23,74,522.17,38640.58,20,15
2678,4901,94,2023-12-20,340,1472.74,500731.6,1,90
2679,4906,81,2023-12-22,97,974.96,94571.12,9,15
2680,2344,67,2024-06-21,430,68.83,29596.9,6,90
2681,5602,52,2024-11-18,148,974.47,144221.56,9,60
2682,3006,58,2023-03-28,370,355.12,131394.4,9,30
2683,6036,18,2024-06-23,225,1266.52,284967.0,10,45
2684,9522,31,2023-07-05,468,1594.38,746169.84,19,45
2685,2479,51,2025-12-10,473,823.62,389572.26,9,30
2686,9741,79,2023-06-19,206,1597.76,329138.56,25,90
2687,7313,50,2023-08-17,147,786.38,115597.86,7,45
2688,6160,15,2024-06-05,15,430.36,6455.4,1,45
2689,3801,26,2024-11-01,2,745.18,1490.36,29,15
2690,414,62,2024-06-18,48,199.04,9553.92,19,60
2691,6739,45,2025-02-24,192,836.87,160679.04,21,60
2692,1014,91,2024-01-13,493,801.55,395164.15,18,15
2693,9579,64,2023-12-03,26,380.62,9896.12,19,60
2694,5362,25,2024-02-16,6,384.18,2305.08,1,30
2695,453,1,2023-06-22,447,684.23,305850.81,12,90
2696,3197,96,2024-04-27,412,591.49,243693.88,17,60
2697,5204,8,2024-08-06,274,1321.36,362052.64,23,45
2698,3045,4,2023-03-18,63,1565.81,98646.03,23,90
2699,744,47,2024-11-21,351,163.03,57223.53,25,45
2700,4184,63,2025-07-28,89,1915.53,170482.17,3,90
2701,9582,15,2025-04-30,355,30.31,10760.05,20,30
2702,1590,9,2025-02-25,228,1572.53,358536.84,2,30
2703,4612,43,2025-11-07,144,1769.51,254809.44,2,90
2704,568,67,2023-09-09,496,36.67,18188.32,1,15
2705,5302,20,2023-07-30,324,921.67,298621.08,1,30
2706,6097,67,2023-02-23,36,1335.1,48063.6,1,60
2707,8118,39,2023-10-25,227,614.61,139516.47,18,45
2708,8320,59,2024-10-19,389,1020.24,396873.36,27,15
2709,2568,60,2025-10-21,355,778.45,276349.75,6,30
2710,4093,87,2024-03-17,465,1071.29,498149.85,1,90
2711,3158,31,2025-01-03,129,1491.37,192386.73,22,90
2712,1804,22,2023-09-21,46,559.88,25754.48,24,60
2713,1287,58,2023-10-19,310,1182.6,366606.0,23,30
2714,8281,82,2024-02-24,342,1882.44,643794.48,11,15
2715,9147,51,2024-10-22,460,31.66,14563.6,1,45
2716,5684,42,2025-04-22,187,1795.71,335797.77,10,45
2717,9158,44,2023-10-11,310,1872.66,580524.6,6,15
2718,221,26,2025-04-13,176,1447.19,254705.44,14,60
2719,2669,99,2025-09-02,76,1757.53,133572.28,5,45
2720,3513,82,2023-01-04,87,216.58,18842.46,19,45
2721,4196,5,2023-06-17,129,508.47,65592.63,30,45
2722,7956,92,2025-06-29,456,1309.35,597063.6,28,45
2723,9261,32,2023-01-29,177,691.71,122432.67,30,60
2724,7324,19,2024-12-02,459,1328.49,609776.91,11,30
2725,7834,16,2024-12-22,202,993.93,200773.86,25,45
2726,8555,19,2025-07-25,36,457.44,16467.84,26,90
2727,1638,26,2023-05-18,162,1207.69,195645.78,12,60
2728,287,30,2024-10-03,416,1368.83,569433.28,13,30
2729,8804,8,2025-11-19,308,852.44,262551.52,2,60
2730,7482,28,2025-09-21,114,553.39,63086.46,17,30
2731,9663,48,2025-06-27,13,1433.78,18639.14,17,90
2732,1166,89,2023-01-05,292,965.13,281817.96,22,15
2733,1379,52,2025-01-06,73,1968.07,143669.11,9,30
2734,2313,22,2025-07-20,450,1865.89,839650.5,4,30
2735,9700,51,2023-11-14,92,1863.88,171476.96,26,90
2736,3175,15,2023-09-18,145,1317.95,191102.75,23,30
2737,7655,57,2025-12-21,168,1140.84,191661.12,2,90
2738,7304,18,2025-05-20,100,44.35,4435.0,29,60
2739,489,54,2023-12-14,23,305.02,7015.46,23,60
2740,2343,91,2024-06-27,437,469.62,205223.94,18,60
2741,3827,41,2025-02-09,281,809.76,227542.56,13,90
2742,9268,53,2023-03-20,495,461.67,228526.65,7,45
2743,1676,7,2023-06-28,481,600.41,288797.21,5,90
2744,8532,68,2025-01-19,323,1271.76,410778.48,9,30
2745,3463,52,2023-01-09,387,750.0,290250.0,28,30
2746,8749,36,2024-03-01,136,1310.19,178185.84,4,90
2747,2632,98,2025-04-18,272,299.09,81352.48,10,30
2748,3449,49,2025-04-10,117,1592.37,186307.29,5,60
2749,894,62,2023-04-12,170,590.99,100468.3,27,45
2750,3486,20,2025-11-01,61,214.5,13084.5,24,30
2751,3382,20,2023-08-24,469,1879.8,881626.2,26,45
2752,9755,89,2023-10-20,385,541.35,208419.75,22,60
2753,723,28,2024-10-14,69,611.66,42204.54,28,30
2754,3238,94,2025-08-25,140,1811.68,253635.2,18,15
2755,2700,45,2023-06-22,155,1922.62,298006.1,20,15
2756,49,89,2023-09-10,7,65.8,460.6,30,30
2757,3704,30,2025-04-27,117,465.27,54436.59,3,90
2758,9647,98,2023-12-24,392,1897.43,743792.56,3,15
2759,6266,100,2024-05-10,192,1090.47,209370.24,23,90
2760,2348,94,2025-12-14,239,898.33,214700.87,7,15
2761,2271,75,2023-09-14,435,1228.82,534536.7,20,30
2762,4397,14,2023-02-21,338,1867.38,631174.44,25,45
2763,9646,12,2025-11-13,357,254.45,90838.65,2,90
2764,988,2,2024-05-31,196,1439.01,282045.96,24,45
2765,5415,82,2023-03-14,359,881.54,316472.86,30,90
2766,2111,24,2025-10-06,271,1633.44,442662.24,17,30
2767,9714,60,2023-12-29,6,641.56,3849.36,18,60
2768,9906,42,2024-03-09,402,714.49,287224.98,19,15
2769,3927,88,2023-04-19,75,174.07,13055.25,12,90
2770,7881,61,2024-12-14,313,123.78,38743.14,19,30
2771,6806,79,2025-02-05,445,1013.44,450980.8,14,15
2772,1581,89,2024-08-13,176,1116.46,196496.96,18,90
2773,8456,18,2025-10-31,471,1073.29,505519.59,3,15
2774,8472,81,2024-01-05,471,1918.74,903726.54,7,90
2775,947,84,2024-07-27,477,1169.52,557861.04,21,60
2776,7976,30,2024-05-06,138,1854.41,255908.58,27,30
2777,2175,67,2024-03-14,435,1611.48,700993.8,17,30
2778,9421,81,2023-07-15,92,678.17,62391.64,15,15
2779,2706,18,2023-01-25,169,1718.44,290416.36,27,90
2780,6085,73,2023-11-06,488,1741.3,849754.4,2,45
2781,5905,49,2024-11-28,246,914.6,224991.6,15,45
2782,7550,19,2023-07-20,25,946.04,23651.0,11,90
2783,6008,11,2025-08-03,492,383.72,188790.24,4,90
2784,9072,30,2024-08-09,120,963.16,115579.2,15,90
2785,5946,86,2023-03-08,263,453.44,119254.72,9,45
2786,3470,33,2024-01-13,82,154.72,12687.04,23,45
2787,5315,82,2023-03-07,140,1233.44,172681.6,9,15
2788,5079,41,2025-12-29,421,1155.29,486377.09,17,15
2789,1611,54,2025-08-16,300,15.06,4518.0,19,45
2790,7093,36,2024-09-22,303,1450.68,439556.04,24,90
2791,8728,11,2025-09-22,58,1215.75,70513.5,4,45
2792,6444,92,2023-10-02,188,831.55,156331.4,16,60
2793,3751,100,2024-12-17,53,1505.98,79816.94,21,45
2794,8327,45,2024-04-25,3,664.62,1993.86,11,45
2795,1146,87,2025-08-26,471,1518.67,715293.57,9,15
2796,5745,95,2023-11-07,347,121.36,42111.92,5,45
2797,3477,36,2024-01-14,225,1735.83,390561.75,20,60
